committee_id,no_of_members,no_of_posts,no_of_events,followers,tags
3496,14,28,13,23,science
3497,13,23,16,26,science
3498,15,28,9,24,"sports, literature"
3499,14,19,5,21,literature
3500,11,27,19,42,"sports, literature"
3501,11,15,15,41,science
3502,13,22,19,32,"sports, literature"
3503,15,29,18,16,literature
3504,13,24,20,36,"science, literature"
3505,13,17,20,45,science
3506,14,30,10,18,science
3507,10,30,10,11,sports
3508,15,18,19,42,science
3509,12,17,20,29,"sports, science"
3510,13,29,18,14,science
3511,13,15,14,12,science
3512,11,21,6,49,literature
3513,12,23,13,35,sports
3514,13,21,8,35,literature
3515,15,30,15,31,"sports, science"
3516,15,30,5,19,"sports, science, literature"
3517,12,18,12,16,"science, literature"
3518,13,15,7,29,"sports, science"
3519,14,16,11,42,"sports, literature"
3520,14,30,8,50,"sports, literature"
3521,11,18,14,41,"sports, literature"
3522,15,16,7,43,sports
3523,14,21,5,45,"sports, science, literature"
3524,14,18,9,37,science
3525,11,22,15,48,science
3526,13,21,16,36,"sports, literature"
3527,14,10,13,17,"sports, science"
3528,15,19,10,16,"science, literature"
3529,10,28,15,50,"sports, science"
3530,13,18,20,38,science
3531,10,27,16,37,literature
3532,15,17,10,14,"sports, literature"
3533,10,26,7,25,"sports, science"
3534,13,13,15,12,sports
3535,12,22,17,32,literature
3536,13,14,8,42,sports
3537,12,20,6,42,science
3538,10,16,14,10,science
3539,13,27,18,35,"sports, literature"
3540,10,24,16,20,science
3541,15,18,16,16,"sports, science"
3542,14,30,12,13,"sports, literature"
3543,11,23,5,16,literature
3544,10,30,8,35,"sports, literature"
3545,15,11,8,46,science
3546,13,13,13,21,"science, literature"
3547,13,17,20,14,"sports, science, literature"
3548,11,21,15,13,science
3549,11,20,8,32,sports
3550,15,16,7,29,literature
3551,12,29,18,14,literature
3552,10,23,8,42,sports
3553,15,18,15,25,"sports, science, literature"
3554,11,20,5,35,"sports, literature"
3555,10,27,15,45,"science, literature"
3556,13,27,11,11,literature
3557,13,29,15,27,"sports, science"
3558,15,23,8,37,"sports, literature"
3559,12,28,10,17,sports
3560,14,26,15,15,literature
3561,13,19,7,39,"science, literature"
3562,10,25,10,10,literature
3563,10,12,14,22,"sports, science, literature"
3564,12,19,11,21,"science, literature"
3565,15,10,19,28,literature
3566,15,26,15,42,"science, literature"
3567,10,26,20,19,science
3568,10,27,7,11,sports
3569,11,17,11,44,"science, literature"
3570,12,11,5,42,literature
3571,12,19,18,39,"sports, science, literature"
3572,10,27,6,19,science
3573,12,29,18,50,literature
3574,10,23,17,26,science
3575,13,30,16,13,"sports, science"
3576,11,18,18,32,sports
3577,14,13,15,10,"science, literature"
3578,11,10,10,38,"sports, literature"
3579,14,19,6,32,sports
3580,13,19,19,43,literature
3581,15,19,15,25,science
3582,13,28,13,50,science
3583,13,21,10,36,sports
3584,11,24,16,40,science
3585,10,22,17,45,"sports, science"
3586,12,14,15,14,science
3587,10,16,13,30,"sports, science, literature"
3588,13,30,7,44,"sports, science"
3589,10,16,9,35,science
3590,15,23,16,39,science
3591,10,23,8,26,science
3592,14,16,9,46,"sports, science, literature"
3593,14,15,8,17,literature
3594,14,23,14,12,sports
3595,12,28,15,14,sports
3596,15,15,12,42,"sports, literature"
3597,10,12,7,17,literature
3598,10,16,18,15,sports
3599,12,17,7,14,"sports, science, literature"
3600,14,27,14,22,sports
3601,11,20,15,13,sports
3602,15,11,7,31,"sports, science, literature"
3603,15,27,16,14,"sports, science, literature"
3604,10,15,9,32,literature
3605,15,10,20,46,literature
3606,10,10,15,35,"sports, science, literature"
3607,11,30,9,42,science
3608,10,30,16,17,science
3609,13,24,16,31,science
3610,14,20,6,25,literature
3611,10,24,8,30,"sports, science"
3612,14,30,20,45,science
3613,11,22,17,12,sports
3614,14,24,16,49,"sports, science, literature"
3615,13,24,15,43,sports
3616,12,22,19,20,"sports, science"
3617,11,29,7,47,"sports, science, literature"
3618,11,17,6,19,sports
3619,14,23,19,33,science
3620,11,19,20,15,science
3621,11,10,11,16,science
3622,10,13,11,23,"sports, literature"
3623,11,12,8,21,"sports, science, literature"
3624,10,22,16,15,"sports, science"
3625,14,25,9,32,science
3626,10,22,19,27,science
3627,15,20,7,47,science
3628,13,21,18,15,"sports, science"
3629,15,30,10,36,science
3630,10,12,7,26,"sports, science"
3631,13,29,15,13,"sports, literature"
3632,15,30,12,31,"sports, literature"
3633,11,16,5,26,literature
3634,15,12,11,29,science
3635,12,13,9,19,science
3636,11,26,10,47,literature
3637,14,17,5,17,science
3638,15,26,8,29,"sports, science, literature"
3639,15,12,18,39,"sports, literature"
3640,12,11,7,28,"sports, science, literature"
3641,11,15,13,39,"sports, science"
3642,11,24,5,27,science
3643,12,10,11,40,"sports, science, literature"
3644,12,15,15,30,sports
3645,15,20,10,40,"science, literature"
3646,10,23,18,43,"science, literature"
3647,12,30,18,21,"science, literature"
3648,15,26,5,35,literature
3649,11,10,5,18,science
3650,15,30,8,17,"sports, science"
3651,14,27,20,15,"sports, science, literature"
3652,14,10,9,28,sports
3653,15,16,7,41,"sports, science, literature"
3654,14,28,11,43,literature
3655,11,19,6,18,"sports, science"
3656,15,20,8,29,science
3657,15,29,13,36,"science, literature"
3658,10,11,18,23,"sports, science, literature"
3659,10,25,15,32,"science, literature"
3660,11,11,17,38,"sports, science"
3661,10,25,13,24,sports
3662,15,18,8,15,science
3663,12,18,6,16,"sports, science, literature"
3664,11,20,19,47,science
3665,11,21,17,35,sports
3666,13,30,18,29,"sports, science"
3667,10,14,19,15,"sports, science"
3668,10,17,7,26,"sports, literature"
3669,15,25,18,43,"sports, literature"
3670,12,22,20,29,"sports, science, literature"
3671,14,24,10,37,sports
3672,12,22,13,10,"sports, science, literature"
3673,14,27,12,25,literature
3674,15,16,17,49,"sports, science"
3675,12,21,14,46,literature
3676,11,25,16,26,"sports, literature"
3677,10,30,10,29,"science, literature"
3678,14,16,18,29,literature
3679,11,17,6,30,"science, literature"
3680,15,15,5,10,"science, literature"
3681,15,25,11,48,science
3682,10,27,19,18,literature
3683,10,22,17,14,"sports, science"
3684,15,23,8,39,sports
3685,13,19,19,23,sports
3686,15,20,5,38,sports
3687,12,11,9,19,"sports, science"
3688,13,18,15,33,"sports, science"
3689,14,11,20,27,"sports, science, literature"
3690,15,13,9,35,sports
3691,13,25,6,32,literature
3692,14,27,12,16,science
3693,13,27,20,10,literature
3694,15,18,20,47,"sports, science"
3695,12,28,8,45,science
3696,13,25,17,19,"sports, science"
3697,12,28,19,35,"sports, science, literature"
3698,15,14,9,17,science
3699,12,12,16,46,sports
3700,13,22,6,45,"science, literature"
3701,14,24,11,13,sports
3702,13,25,6,11,literature
3703,14,25,9,11,science
3704,12,16,18,10,sports
3705,11,28,16,41,literature
3706,14,14,14,35,literature
3707,12,25,20,38,"sports, science"
3708,13,20,20,31,literature
3709,15,22,17,36,sports
3710,10,10,8,35,science
3711,12,21,15,47,science
3712,10,11,18,18,literature
3713,12,10,12,43,science
3714,15,14,18,32,"sports, science, literature"
3715,11,22,5,23,science
3716,12,30,5,28,sports
3717,12,28,19,10,science
3718,15,17,17,22,science
3719,14,14,16,39,"sports, science, literature"
3720,12,30,20,25,sports
3721,11,28,6,34,literature
3722,10,28,13,12,science
3723,11,13,8,36,literature
3724,10,30,20,42,science
3725,10,22,7,35,"science, literature"
3726,10,14,11,17,"sports, science"
3727,11,25,12,41,"sports, science, literature"
3728,10,17,8,28,science
3729,13,11,15,44,"sports, science"
3730,10,21,17,39,science
3731,11,18,13,11,literature
3732,13,30,17,41,"sports, literature"
3733,11,15,12,27,"science, literature"
3734,15,14,16,37,"sports, science, literature"
3735,14,25,18,20,science
3736,13,26,16,15,"sports, science"
3737,12,20,16,50,"science, literature"
3738,13,11,19,36,"sports, science, literature"
3739,15,23,8,19,"sports, science"
3740,14,17,7,16,science
3741,14,14,19,37,"sports, literature"
3742,14,17,16,21,literature
3743,10,27,14,10,"sports, science, literature"
3744,13,24,9,12,science
3745,13,10,17,48,"science, literature"
3746,15,21,10,34,"science, literature"
3747,14,30,17,28,science
3748,15,27,7,12,"sports, literature"
3749,14,24,5,43,literature
3750,11,28,11,36,science
3751,13,16,6,33,"science, literature"
3752,12,20,12,40,"sports, literature"
3753,11,24,11,29,science
3754,14,14,8,44,literature
3755,14,27,19,47,"sports, science"
3756,13,21,8,23,"science, literature"
3757,13,28,20,40,"sports, science"
3758,14,23,9,30,"sports, literature"
3759,14,28,8,31,literature
3760,15,29,12,37,sports
3761,11,28,15,48,sports
3762,15,23,18,26,sports
3763,14,14,12,24,"science, literature"
3764,14,10,8,20,"sports, science"
3765,10,29,17,32,sports
3766,11,26,18,26,literature
3767,13,29,11,29,"sports, science, literature"
3768,11,27,15,35,"sports, science, literature"
3769,14,30,9,26,sports
3770,13,10,9,48,literature
3771,14,22,10,32,science
3772,15,24,12,27,"sports, literature"
3773,11,30,9,46,"sports, science"
3774,10,16,10,36,science
3775,14,30,5,12,sports
3776,15,29,16,10,"sports, literature"
3777,11,13,11,21,"sports, science, literature"
3778,12,29,17,29,"sports, literature"
3779,11,20,12,36,"sports, science, literature"
3780,12,15,8,37,science
3781,12,16,8,21,sports
3782,10,19,10,33,"science, literature"
3783,14,24,5,28,sports
3784,14,19,7,21,"sports, science, literature"
3785,15,19,15,17,"science, literature"
3786,14,21,6,28,"sports, literature"
3787,11,12,8,45,science
3788,13,28,16,42,"sports, literature"
3789,13,18,18,12,sports
3790,10,15,10,10,literature
3791,14,19,13,44,"science, literature"
3792,15,24,6,19,sports
3793,13,25,13,43,"sports, literature"
3794,12,21,15,49,"science, literature"
3795,12,26,11,49,"sports, science"
3796,12,27,17,24,science
3797,15,15,9,45,sports
3798,13,22,7,38,"sports, science"
3799,12,23,16,32,"sports, literature"
3800,12,14,10,47,science
3801,14,21,12,29,science
3802,11,10,14,29,literature
3803,10,28,14,32,"sports, literature"
3804,13,12,18,39,sports
3805,10,17,10,42,literature
3806,11,18,16,17,"science, literature"
3807,11,20,10,37,literature
3808,12,21,20,38,"sports, science, literature"
3809,10,10,8,16,literature
3810,13,17,18,34,literature
3811,15,18,19,14,literature
3812,15,22,13,50,"sports, literature"
3813,12,19,10,30,literature
3814,11,17,8,13,sports
3815,13,26,8,26,"science, literature"
3816,11,19,6,23,literature
3817,14,13,18,11,literature
3818,12,24,16,30,"sports, science, literature"
3819,12,12,12,11,"science, literature"
3820,14,28,8,49,"science, literature"
3821,11,22,19,17,science
3822,15,28,6,50,science
3823,12,24,7,50,"sports, science, literature"
3824,15,30,7,17,science
3825,14,12,6,39,"sports, science"
3826,13,10,19,45,"sports, science, literature"
3827,11,17,5,32,"sports, science"
3828,15,25,7,38,"sports, science"
3829,14,16,11,10,"sports, literature"
3830,12,27,13,21,literature
3831,11,30,18,17,literature
3832,12,21,10,17,science
3833,11,15,7,40,science
3834,15,10,10,49,"sports, literature"
3835,14,28,17,11,literature
3836,11,22,9,35,science
3837,12,25,10,26,literature
3838,14,20,15,42,science
3839,14,11,17,44,literature
3840,15,28,20,12,"sports, science"
3841,12,27,15,17,"sports, science, literature"
3842,13,19,9,42,science
3843,12,10,13,47,science
3844,15,26,15,26,sports
3845,13,18,10,25,science
3846,11,17,17,50,sports
3847,11,19,17,35,"sports, science, literature"
3848,10,28,10,28,"sports, literature"
3849,10,17,6,15,science
3850,12,21,12,21,science
3851,13,24,11,35,"science, literature"
3852,14,27,15,33,"sports, literature"
3853,10,21,9,38,science
3854,14,15,17,47,"sports, science, literature"
3855,14,30,20,24,"science, literature"
3856,14,13,8,39,literature
3857,14,26,10,43,sports
3858,10,28,6,44,sports
3859,14,30,16,50,science
3860,10,21,15,13,science
3861,14,17,17,38,sports
3862,10,24,6,30,literature
3863,15,25,13,22,literature
3864,11,20,7,26,"sports, science"
3865,13,18,13,16,"sports, literature"
3866,15,28,10,41,"science, literature"
3867,14,18,11,13,sports
3868,12,23,11,13,"sports, science, literature"
3869,15,26,8,48,sports
3870,12,13,17,32,"sports, science"
3871,15,16,12,21,science
3872,14,11,10,38,"sports, literature"
3873,10,23,19,20,science
3874,10,17,18,26,sports
3875,12,15,9,23,"sports, science, literature"
3876,11,14,14,29,science
3877,15,17,12,12,literature
3878,12,13,5,41,literature
3879,14,13,6,33,literature
3880,12,24,8,43,sports
3881,14,10,20,25,"sports, science, literature"
3882,15,23,18,10,science
3883,13,11,20,29,sports
3884,15,15,8,21,sports
3885,13,16,19,31,"science, literature"
3886,12,30,20,36,science
3887,12,11,7,22,"sports, science"
3888,11,22,15,24,"sports, literature"
3889,15,26,14,46,"sports, literature"
3890,13,14,11,39,"sports, science, literature"
3891,12,27,12,11,literature
3892,13,21,16,40,science
3893,11,14,13,50,literature
3894,11,23,12,42,science
3895,14,21,18,49,science
3896,13,12,10,30,"sports, science"
3897,12,26,6,30,science
3898,15,26,15,11,science
3899,11,13,19,38,"sports, science, literature"
3900,15,13,9,38,"sports, science"
3901,12,22,18,44,sports
3902,13,15,17,25,science
3903,13,25,11,47,"sports, science, literature"
3904,10,28,14,18,"sports, literature"
3905,13,26,15,48,"science, literature"
3906,10,10,14,44,literature
3907,13,19,8,15,science
3908,14,16,11,35,science
3909,15,14,7,41,sports
3910,12,16,12,39,"sports, literature"
3911,12,16,12,21,science
3912,13,21,6,17,science
3913,14,28,19,27,"sports, science, literature"
3914,13,18,19,44,"science, literature"
3915,13,17,7,26,literature
3916,13,16,7,32,"sports, science, literature"
3917,15,20,11,23,sports
3918,14,21,9,38,"sports, literature"
3919,11,10,6,27,"sports, literature"
3920,14,15,12,40,sports
3921,12,30,14,16,science
3922,15,23,6,34,sports
3923,15,25,16,25,"sports, literature"
3924,15,15,15,30,literature
3925,12,18,8,27,literature
3926,14,24,8,24,"sports, science"
3927,15,16,12,12,"sports, science"
3928,12,23,19,41,"sports, literature"
3929,13,25,16,21,science
3930,11,27,13,13,"sports, science"
3931,11,25,6,31,"sports, science, literature"
3932,10,11,13,21,"sports, science"
3933,15,23,19,42,"science, literature"
3934,15,22,14,18,literature
3935,14,29,5,31,"sports, science"
3936,15,25,6,10,literature
3937,14,11,19,10,"sports, literature"
3938,14,22,8,20,science
3939,14,23,12,23,"sports, literature"
3940,11,30,8,48,science
3941,11,21,11,35,"sports, science, literature"
3942,14,12,15,21,sports
3943,13,26,12,44,"sports, literature"
3944,10,29,11,45,"science, literature"
3945,13,19,5,21,"sports, literature"
3946,15,10,5,41,"sports, literature"
3947,10,25,15,29,sports
3948,12,30,6,43,"science, literature"
3949,10,28,20,28,science
3950,15,26,6,17,"science, literature"
3951,11,25,12,41,"science, literature"
3952,12,11,19,25,"sports, science, literature"
3953,14,20,9,37,literature
3954,15,30,18,16,"science, literature"
3955,15,10,9,10,sports
3956,13,10,17,22,"sports, literature"
3957,11,25,8,46,sports
3958,15,18,12,21,"sports, science"
3959,15,27,18,36,"sports, science, literature"
3960,13,14,20,37,sports
3961,11,26,5,35,"sports, literature"
3962,15,13,5,15,"science, literature"
3963,10,21,15,13,"sports, science"
3964,14,17,16,44,"sports, literature"
3965,14,16,7,22,science
3966,14,29,5,16,science
3967,14,13,10,44,sports
3968,15,27,6,27,"sports, literature"
3969,15,30,11,24,sports
3970,13,11,17,27,"science, literature"
3971,10,27,7,48,"sports, science"
3972,11,26,11,30,literature
3973,11,24,10,14,"sports, science, literature"
3974,12,14,12,37,"sports, literature"
3975,14,19,13,24,"science, literature"
3976,12,27,10,16,"sports, literature"
3977,10,28,7,44,"sports, science"
3978,13,19,6,45,sports
3979,10,15,20,49,"sports, science, literature"
3980,11,29,10,14,science
3981,11,21,9,50,"sports, science"
3982,12,23,20,29,"sports, literature"
3983,15,11,8,34,literature
3984,11,26,17,50,"sports, science, literature"
3985,12,10,13,35,literature
3986,10,28,7,18,"sports, science"
3987,15,17,11,35,"sports, literature"
3988,15,10,16,15,science
3989,11,16,18,20,"sports, science, literature"
3990,10,23,10,38,"sports, science"
3991,15,25,17,24,"science, literature"
3992,13,17,18,38,"sports, science"
3993,13,12,6,35,"sports, literature"
3994,11,22,12,14,literature
3995,12,12,11,10,"science, literature"
3996,15,23,19,34,literature
3997,11,20,5,20,"sports, science, literature"
3998,14,20,10,20,literature
3999,10,29,12,44,"sports, science"
4000,14,24,15,47,"sports, science, literature"
4001,12,18,20,49,science
4002,12,15,15,16,sports
4003,13,25,15,23,"sports, science"
4004,13,25,17,37,sports
4005,12,18,9,23,"science, literature"
4006,12,12,13,44,"sports, science, literature"
4007,10,26,8,48,"sports, science, literature"
4008,14,19,17,42,"sports, literature"
4009,14,27,5,42,science
4010,11,22,11,49,science
4011,11,25,6,14,"sports, literature"
4012,14,17,19,37,science
4013,13,15,16,46,literature
4014,13,28,19,35,science
4015,13,20,9,15,"sports, science, literature"
4016,10,18,18,31,"sports, science"
4017,15,22,6,17,sports
4018,15,12,15,33,"sports, science, literature"
4019,15,11,5,31,science
4020,12,25,15,47,science
4021,15,18,20,35,literature
4022,11,28,12,23,literature
4023,10,25,10,12,literature
4024,13,11,6,32,sports
4025,10,30,8,45,"science, literature"
4026,13,20,13,45,science
4027,15,26,10,42,science
4028,14,17,11,23,science
4029,10,21,9,48,"sports, literature"
4030,10,15,16,15,"sports, science"
4031,12,10,7,15,science
4032,12,28,14,30,science
4033,11,13,5,24,science
4034,14,29,18,34,"sports, science"
4035,12,20,20,29,"sports, science"
4036,14,29,13,42,"sports, science, literature"
4037,15,16,11,49,"sports, science"
4038,15,28,9,29,sports
4039,14,20,13,49,"sports, literature"
4040,13,18,17,46,"science, literature"
4041,12,18,17,42,"sports, science"
4042,14,28,15,22,literature
4043,13,12,9,29,literature
4044,10,18,5,11,"sports, literature"
4045,14,23,14,40,"sports, science"
4046,10,17,5,35,"sports, science"
4047,10,15,8,45,science
4048,12,12,7,23,science
4049,11,17,9,24,literature
4050,10,22,7,17,"sports, science, literature"
4051,15,24,19,34,"science, literature"
4052,10,12,12,49,science
4053,13,26,10,36,"sports, science"
4054,12,24,7,17,"sports, science"
4055,14,25,15,46,"sports, science, literature"
4056,10,24,19,39,"sports, literature"
4057,13,21,5,15,science
4058,13,29,8,32,"sports, literature"
4059,15,18,8,28,science
4060,15,30,5,11,science
4061,11,16,9,16,"science, literature"
4062,11,26,19,15,"sports, science, literature"
4063,11,27,13,42,"sports, literature"
4064,15,10,16,34,"sports, literature"
4065,12,18,18,12,"sports, science"
4066,13,17,7,10,"sports, science"
4067,13,28,18,41,literature
4068,15,11,19,16,"sports, science, literature"
4069,13,13,17,13,"sports, literature"
4070,15,17,5,25,"sports, science"
4071,12,21,19,43,science
4072,15,24,6,47,"science, literature"
4073,13,22,17,41,science
4074,11,29,9,35,literature
4075,11,21,8,26,science
4076,14,16,19,15,literature
4077,14,16,5,27,literature
4078,10,18,12,18,science
4079,14,22,10,40,"sports, science"
4080,15,14,10,29,science
4081,13,29,5,17,science
4082,10,15,14,23,literature
4083,11,24,19,35,"sports, science"
4084,13,25,13,23,literature
4085,15,22,6,17,science
4086,13,15,15,33,"sports, science, literature"
4087,13,30,12,23,"sports, science"
4088,15,26,20,12,science
4089,15,23,6,32,"sports, literature"
4090,14,13,8,21,"science, literature"
4091,14,20,20,41,"sports, science, literature"
4092,11,28,9,41,sports
4093,15,20,6,36,sports
4094,14,16,13,32,science
4095,10,22,11,26,"science, literature"
4096,11,28,12,14,"sports, science, literature"
4097,13,19,13,32,"sports, literature"
4098,11,27,8,37,"sports, science, literature"
4099,12,25,12,42,"sports, science, literature"
4100,10,19,12,17,"sports, literature"
4101,13,25,7,30,"sports, science, literature"
4102,10,21,7,19,sports
4103,10,23,13,29,science
4104,15,24,16,14,sports
4105,13,11,13,41,sports
4106,10,22,15,25,"sports, science"
4107,11,21,8,37,"science, literature"
4108,14,16,13,45,"sports, science"
4109,12,24,14,21,science
4110,13,20,16,39,science
4111,13,23,15,48,literature
4112,12,24,10,25,sports
4113,12,25,7,21,"sports, science, literature"
4114,13,22,10,26,literature
4115,10,18,14,44,science
4116,11,19,5,43,literature
4117,10,27,13,13,science
4118,11,24,11,26,literature
4119,10,18,13,39,sports
4120,13,14,11,42,science
4121,15,15,10,37,science
4122,13,30,15,12,science
4123,11,18,5,33,"science, literature"
4124,11,23,7,40,"sports, science, literature"
4125,10,21,20,43,"sports, literature"
4126,15,10,9,23,"sports, science, literature"
4127,14,18,13,17,"sports, literature"
4128,10,13,12,30,"sports, science"
4129,12,10,12,21,"science, literature"
4130,14,24,8,20,science
4131,11,22,19,31,science
4132,15,30,11,39,science
4133,13,21,11,17,"science, literature"
4134,12,10,5,21,science
4135,15,20,10,42,"science, literature"
4136,14,19,12,49,"sports, literature"
4137,10,24,6,35,"sports, science"
4138,15,15,12,25,"sports, science"
4139,10,19,18,32,science
4140,11,23,7,45,literature
4141,14,17,17,20,"sports, science, literature"
4142,15,12,17,23,science
4143,11,25,14,37,science
4144,13,23,6,41,"sports, literature"
4145,11,23,8,31,"sports, literature"
4146,14,28,5,36,"sports, science"
4147,10,17,11,34,sports
4148,13,29,15,42,science
4149,15,22,19,26,science
4150,13,30,5,36,literature
4151,14,15,13,47,"sports, science"
4152,15,25,14,38,"sports, science"
4153,13,29,19,18,"sports, science"
4154,10,27,20,45,science
4155,10,13,10,24,"sports, science, literature"
4156,12,26,15,38,"sports, literature"
4157,14,18,10,36,"science, literature"
4158,13,21,8,39,"science, literature"
4159,15,29,9,34,"science, literature"
4160,14,27,14,28,literature
4161,11,14,6,50,"sports, science"
4162,13,22,8,13,science
4163,12,18,13,42,science
4164,10,22,12,42,science
4165,15,20,10,11,science
4166,15,11,13,33,sports
4167,13,29,15,37,science
4168,11,15,15,16,sports
4169,10,10,10,18,"sports, science"
4170,15,13,19,27,science
4171,14,14,19,49,"science, literature"
4172,14,19,14,24,"sports, literature"
4173,11,21,8,35,"sports, science, literature"
4174,15,30,6,27,"science, literature"
4175,12,15,16,24,science
4176,14,18,19,40,"science, literature"
4177,13,30,16,50,"sports, science, literature"
4178,10,18,5,18,science
4179,11,29,11,33,literature
4180,11,11,20,39,science
4181,12,19,19,37,literature
4182,10,18,8,10,"science, literature"
4183,13,16,6,22,science
4184,10,20,7,31,"science, literature"
4185,11,17,11,33,"sports, science"
4186,12,28,6,15,"sports, science, literature"
4187,10,29,18,14,"sports, literature"
4188,14,18,8,27,"sports, science, literature"
4189,12,19,16,44,literature
4190,14,25,5,28,"sports, science"
4191,11,26,10,12,literature
4192,11,19,9,36,sports
4193,11,14,19,23,"science, literature"
4194,13,26,12,10,science
4195,11,28,18,47,science
4196,11,30,11,35,"sports, literature"
4197,11,22,9,47,science
4198,14,18,10,23,science
4199,14,21,12,39,sports
4200,14,18,11,31,"sports, science"
4201,14,18,5,46,literature
4202,10,17,18,28,sports
4203,14,10,9,11,literature
4204,10,22,18,30,sports
4205,13,27,11,35,"science, literature"
4206,14,16,8,25,"sports, science, literature"
4207,13,14,17,47,"science, literature"
4208,11,14,13,18,"sports, literature"
4209,13,23,20,13,"sports, science"
4210,10,12,16,34,"sports, literature"
4211,12,24,6,48,"sports, science, literature"
4212,13,22,5,30,sports
4213,15,29,18,33,science
4214,14,23,18,12,sports
4215,11,19,20,45,science
4216,14,11,6,44,sports
4217,15,24,11,15,"sports, literature"
4218,15,14,14,24,"sports, literature"
4219,13,20,7,28,literature
4220,14,18,17,43,science
4221,13,16,5,20,science
4222,13,23,13,50,literature
4223,13,30,7,11,literature
4224,14,14,18,35,"science, literature"
4225,11,16,11,39,"science, literature"
4226,12,28,10,21,literature
4227,15,26,13,32,"science, literature"
4228,13,19,14,32,sports
4229,13,22,10,43,"sports, literature"
4230,10,25,9,30,"sports, science, literature"
4231,12,16,20,48,"sports, science, literature"
4232,13,15,15,28,sports
4233,15,22,11,11,"sports, science"
4234,15,22,11,41,science
4235,11,28,11,39,"sports, science, literature"
4236,15,11,9,43,"sports, literature"
4237,14,18,11,37,science
4238,13,23,9,25,literature
4239,13,19,15,33,"science, literature"
4240,15,11,6,31,"sports, science, literature"
4241,13,20,17,17,science
4242,11,15,16,16,science
4243,11,29,14,48,science
4244,10,19,8,24,literature
4245,12,17,14,42,literature
4246,13,13,16,26,"sports, literature"
4247,13,28,16,41,"sports, literature"
4248,14,22,8,40,literature
4249,14,19,14,23,science
4250,11,25,14,10,literature
4251,10,12,14,50,science
4252,13,24,16,39,science
4253,10,14,5,36,"science, literature"
4254,12,28,14,13,"sports, science"
4255,13,21,19,15,literature
4256,13,19,14,18,science
4257,12,20,17,23,"science, literature"
4258,14,26,5,44,"science, literature"
4259,10,19,16,50,"science, literature"
4260,12,28,5,37,literature
4261,13,10,15,24,"sports, science, literature"
4262,15,20,20,38,"sports, literature"
4263,13,10,20,10,sports
4264,10,21,18,27,"sports, science, literature"
4265,11,26,19,50,"sports, literature"
4266,11,20,14,33,"sports, literature"
4267,11,27,20,43,"science, literature"
4268,11,12,16,48,literature
4269,11,10,13,32,sports
4270,13,22,5,38,literature
4271,11,11,8,31,"science, literature"
4272,10,27,16,21,"sports, science, literature"
4273,13,15,11,17,science
4274,12,23,16,49,science
4275,12,17,6,37,science
4276,15,23,16,48,science
4277,14,11,14,14,science
4278,14,10,5,17,sports
4279,10,27,14,47,sports
4280,15,11,19,21,sports
4281,15,13,9,19,science
4282,10,27,14,40,sports
4283,11,21,10,42,"sports, science"
4284,12,27,7,31,literature
4285,15,28,10,30,"science, literature"
4286,11,14,5,34,"science, literature"
4287,10,25,12,39,"sports, science"
4288,14,18,10,47,"sports, literature"
4289,14,14,13,31,sports
4290,12,27,18,38,sports
4291,14,28,11,26,"science, literature"
4292,11,18,9,29,literature
4293,11,15,5,32,science
4294,10,15,10,20,"sports, science"
4295,10,29,6,26,literature
4296,11,27,18,44,"sports, literature"
4297,10,23,8,21,"sports, science"
4298,13,16,14,39,science
4299,11,25,11,20,"sports, science, literature"
4300,14,17,19,33,"sports, science"
4301,14,25,7,10,literature
4302,10,11,19,13,literature
4303,10,29,18,19,sports
4304,12,23,17,36,sports
4305,14,12,19,31,literature
4306,13,26,18,48,"science, literature"
4307,10,13,11,15,"science, literature"
4308,10,10,17,30,"sports, literature"
4309,14,22,16,41,sports
4310,15,28,11,42,literature
4311,14,18,9,50,science
4312,12,15,19,40,"sports, science"
4313,12,13,5,22,sports
4314,15,23,12,36,"sports, literature"
4315,14,18,19,26,"science, literature"
4316,14,29,15,34,"science, literature"
4317,12,27,8,19,sports
4318,13,12,20,35,science
4319,14,30,20,38,"sports, science, literature"
4320,11,15,7,42,"science, literature"
4321,10,22,10,26,"science, literature"
4322,15,16,16,40,sports
4323,13,24,9,36,science
4324,12,26,9,36,"science, literature"
4325,12,13,18,44,science
4326,11,14,12,40,literature
4327,15,10,17,11,"sports, literature"
4328,11,20,17,14,"sports, science, literature"
4329,14,22,13,44,science
4330,10,17,16,43,science
4331,10,11,9,28,literature
4332,10,17,10,41,"sports, science, literature"
4333,13,22,17,31,sports
4334,10,26,15,29,sports
4335,12,19,11,40,sports
4336,14,20,8,30,"science, literature"
4337,12,12,19,24,science
4338,14,24,8,16,sports
4339,12,17,19,29,"sports, science"
4340,10,30,9,28,"science, literature"
4341,14,15,8,15,"sports, literature"
4342,11,30,9,10,science
4343,12,30,14,35,literature
4344,15,19,15,29,"sports, literature"
4345,13,20,10,28,"science, literature"
4346,12,15,5,13,"sports, science"
4347,13,23,18,46,"sports, science"
4348,12,21,6,20,"sports, science"
4349,13,23,5,37,science
4350,10,11,9,36,"sports, science, literature"
4351,10,21,7,24,literature
4352,11,13,8,24,"sports, science"
4353,11,19,10,33,sports
4354,12,11,18,34,"science, literature"
4355,11,21,18,12,"sports, science"
4356,10,21,13,23,science
4357,14,20,5,18,science
4358,13,18,20,23,literature
4359,10,11,16,13,"sports, science"
4360,12,19,12,49,"sports, literature"
